domain,word,letter,syllables,pos,score
infrastructure.com,infrastructure,I,4,Noun,13
interpreter.com,interpreter,I,4,Noun,17
importation.com,importation,I,4,Noun,27
interception.com,interception,I,4,Noun,23
infestation.com,infestation,I,4,Noun,27
incubator.com,incubator,I,4,Noun,32
irritation.com,irritation,I,4,Noun,32
illustrator.com,illustrator,I,4,Noun,27
imperialism.com,imperialism,I,4,Noun,17
identifier.com,identifier,I,4,Noun,22
incompetence.com,incompetence,I,4,Noun,13
innovator.com,innovator,I,4,Noun,32
inevitable.com,inevitable,I,4,Noun,22
imposition.com,imposition,I,4,Noun,32
intersection.com,intersection,I,4,Noun,23
incidental.com,incidental,I,4,Noun,22
integrity.com,integrity,I,4,Noun,22
inheritance.com,inheritance,I,4,Noun,17
improvement.com,improvement,I,4,Noun,17
indicator.com,indicator,I,4,Noun,32
interaction.com,interaction,I,4,Noun,27
indicative.com,indicative,I,4,Noun,22
imperative.com,imperative,I,4,Noun,22
impediment.com,impediment,I,4,Noun,22
inventory.com,inventory,I,4,Noun,22
inquisition.com,inquisition,I,4,Noun,27
intelligence.com,intelligence,I,4,Noun,13
incendiary.com,incendiary,I,4,Noun,22
isabella.com,isabella,I,4,Noun,35
interference.com,interference,I,4,Noun,13
inhibition.com,inhibition,I,4,Noun,32
initiative.com,initiative,I,4,Noun,22
infinity.com,infinity,I,4,Noun,35
interviewer.com,interviewer,I,4,Noun,17
imperialist.com,imperialist,I,4,Noun,17
initiation.com,initiation,I,4,Noun,32
installation.com,installation,I,4,Noun,23
insulation.com,insulation,I,4,Noun,32
ingenuity.com,ingenuity,I,4,Noun,22
independent.com,independent,I,4,Noun,17
incubation.com,incubation,I,4,Noun,32
inaugural.com,inaugural,I,4,Noun,22
inspiration.com,inspiration,I,4,Noun,27
invitation.com,invitation,I,4,Noun,32
inconvenience.com,inconvenience,I,4,Noun,13
intolerance.com,intolerance,I,4,Noun,17
infirmary.com,infirmary,I,4,Noun,22
inflammation.com,inflammation,I,4,Noun,23
insolvency.com,insolvency,I,4,Noun,22
insurrection.com,insurrection,I,4,Noun,23
intermission.com,intermission,I,4,Noun,23
identity.com,identity,I,4,Noun,35
involvement.com,involvement,I,4,Noun,17
inhibitor.com,inhibitor,I,4,Noun,32
imprisonment.com,imprisonment,I,4,Noun,13
implication.com,implication,I,4,Noun,27
implantation.com,implantation,I,4,Noun,23
intimacy.com,intimacy,I,4,Noun,35
iteration.com,iteration,I,4,Noun,32
institution.com,institution,I,4,Noun,27
incarnation.com,incarnation,I,4,Noun,27
intermediate.com,intermediate,I,4,Noun,13
infiltration.com,infiltration,I,4,Noun,23
introduction.com,introduction,I,4,Noun,23
indonesian.com,indonesian,I,4,Noun,22
innovation.com,innovation,I,4,Noun,32
isolation.com,isolation,I,4,Noun,32
illustration.com,illustration,I,4,Noun,23
indignation.com,indignation,I,4,Noun,27
inhabited.com,inhabited,I,4,Verb,22
intimidate.com,intimidate,I,4,Verb,22
investigate.com,investigate,I,4,Verb,17
isolating.com,isolating,I,4,Verb,22
interesting.com,interesting,I,4,Verb,17
interested.com,interested,I,4,Verb,22
insulated.com,insulated,I,4,Verb,22
interfering.com,interfering,I,4,Verb,17
intensify.com,intensify,I,4,Verb,22
irritating.com,irritating,I,4,Verb,22
interrupted.com,interrupted,I,4,Verb,17
illuminate.com,illuminate,I,4,Verb,22
interrupting.com,interrupting,I,4,Verb,13
identify.com,identify,I,4,Verb,35
insulating.com,insulating,I,4,Verb,22
invalidate.com,invalidate,I,4,Verb,22
incorporate.com,incorporate,I,4,Verb,17
intravenous.com,intravenous,I,4,Adjective,17
intellectual.com,intellectual,I,4,Adjective,13
inaccessible.com,inaccessible,I,4,Adjective,13
interstellar.com,interstellar,I,4,Adjective,23
irreplaceable.com,irreplaceable,I,4,Adjective,13
incompatible.com,incompatible,I,4,Adjective,13
inaccurate.com,inaccurate,I,4,Adjective,22
illustrative.com,illustrative,I,4,Adjective,13
irreversible.com,irreversible,I,4,Adjective,13
ineligible.com,ineligible,I,4,Adjective,22
instructional.com,instructional,I,4,Adjective,13
intolerable.com,intolerable,I,4,Adjective,17
inseparable.com,inseparable,I,4,Adjective,17
inanimate.com,inanimate,I,4,Adjective,22
inconceivable.com,inconceivable,I,4,Adjective,13
irrational.com,irrational,I,4,Adjective,22
innumerable.com,innumerable,I,4,Adjective,17
individual.com,individual,I,4,Adjective,22
irresponsible.com,irresponsible,I,4,Adjective,13
insufficient.com,insufficient,I,4,Adjective,13
irrelevant.com,irrelevant,I,4,Adjective,22
inconclusive.com,inconclusive,I,4,Adjective,13
intolerant.com,intolerant,I,4,Adjective,22
irregular.com,irregular,I,4,Adjective,32
inexplicable.com,inexplicable,I,4,Adjective,13
interpretive.com,interpretive,I,4,Adjective,13
indestructible.com,indestructible,I,4,Adjective,13
interactive.com,interactive,I,4,Adjective,17
isolated.com,isolated,I,4,Adjective,35
ineffective.com,ineffective,I,4,Adjective,17
inorganic.com,inorganic,I,4,Adjective,22
incognito.com,incognito,I,4,Adjective,22
insensitive.com,insensitive,I,4,Adjective,17
innovative.com,innovative,I,4,Adjective,22
informative.com,informative,I,4,Adjective,17
indigenous.com,indigenous,I,4,Adjective,22
inefficient.com,inefficient,I,4,Adjective,17
illiterate.com,illiterate,I,4,Adjective,22
incremental.com,incremental,I,4,Adjective,17
identical.com,identical,I,4,Adjective,22
inconvenient.com,inconvenient,I,4,Adjective,13
immaculate.com,immaculate,I,4,Adjective,22
indifferent.com,indifferent,I,4,Adjective,17
inadequate.com,inadequate,I,4,Adjective,22
inappropriate.com,inappropriate,I,4,Adjective,13
illogical.com,illogical,I,4,Adjective,22
interchangeable.com,interchangeable,I,4,Adjective,13
inexpensive.com,inexpensive,I,4,Adjective,17
incompetent.com,incompetent,I,4,Adjective,17
imaginable.com,imaginable,I,4,Adjective,22
intentional.com,intentional,I,4,Adjective,17
instantaneous.com,instantaneous,I,4,Adjective,13
impractical.com,impractical,I,4,Adjective,17
idealistic.com,idealistic,I,4,Adjective,22
impenetrable.com,impenetrable,I,4,Adjective,13
intestinal.com,intestinal,I,4,Adjective,22
incoherent.com,incoherent,I,4,Adjective,22
identifiable.com,identifiable,I,4,Adjective,13
irresistible.com,irresistible,I,4,Adjective,13
instrumental.com,instrumental,I,4,Adjective,13
insurmountable.com,insurmountable,I,4,Adjective,13
interracial.com,interracial,I,4,Adjective,17
indefinite.com,indefinite,I,4,Adjective,22
intermittent.com,intermittent,I,4,Adjective,13
incandescent.com,incandescent,I,4,Adjective,13
indispensable.com,indispensable,I,4,Adjective,13
intelligent.com,intelligent,I,4,Adjective,17
inconsistent.com,inconsistent,I,4,Adjective,13
implicitly.com,implicitly,I,4,Adverb,22
incredibly.com,incredibly,I,4,Adverb,22
insanely.com,insanely,I,4,Adverb,35
infrequently.com,infrequently,I,4,Adverb,13
indirectly.com,indirectly,I,4,Adverb,22
improperly.com,improperly,I,4,Adverb,22
immensely.com,immensely,I,4,Adverb,22
irrespective.com,irrespective,I,4,Adverb,13
inherently.com,inherently,I,4,Adverb,22
informally.com,informally,I,4,Adverb,22
illegally.com,illegally,I,4,Adverb,22
invariably.com,invariably,I,4,Adverb,22
incorrectly.com,incorrectly,I,4,Adverb,17
importantly.com,importantly,I,4,Adverb,17
increasingly.com,increasingly,I,4,Adverb,13
initially.com,initially,I,4,Adverb,22
intensely.com,intensely,I,4,Adverb,22
internally.com,internally,I,4,Adverb,22
japanese.com,japanese,J,3,Noun,40
jewelry.com,jewelry,J,3,Noun,40
juvenile.com,juvenile,J,3,Noun,40
jealousy.com,jealousy,J,3,Noun,40
jukebox.com,jukebox,J,3,Noun,40
jurassic.com,jurassic,J,3,Noun,40
janitor.com,janitor,J,3,Noun,50
jeremiah.com,jeremiah,J,3,Noun,40
jehovah.com,jehovah,J,3,Noun,40
jonathan.com,jonathan,J,3,Noun,40
jordanian.com,jordanian,J,3,Noun,27
juniper.com,juniper,J,3,Noun,40
jellyfish.com,jellyfish,J,3,Noun,27
january.com,january,J,3,Noun,40
jamaica.com,jamaica,J,3,Noun,47
journalism.com,journalism,J,3,Noun,27
jupiter.com,jupiter,J,3,Noun,40
journalist.com,journalist,J,3,Noun,27
jeopardy.com,jeopardy,J,3,Noun,40
jamaican.com,jamaican,J,3,Noun,40
justify.com,justify,J,3,Verb,40
jeopardize.com,jeopardize,J,3,Verb,27
justifying.com,justifying,J,3,Verb,27
judicial.com,judicial,J,3,Adjective,40
justifiable.com,justifiable,J,3,Adjective,22
jokingly.com,jokingly,J,3,Adverb,40
jurisprudence.com,jurisprudence,J,4,Noun,13
jerusalem.com,jerusalem,J,4,Noun,22
jurisdiction.com,jurisdiction,J,4,Noun,23
judiciary.com,judiciary,J,4,Noun,22
journalistic.com,journalistic,J,4,Adjective,13
kerosene.com,kerosene,K,3,Noun,40
kentucky.com,kentucky,K,3,Noun,40
kurdistan.com,kurdistan,K,3,Noun,27
kangaroo.com,kangaroo,K,3,Noun,40
kilogram.com,kilogram,K,3,Noun,40
kinetic.com,kinetic,K,3,Adjective,40
knowledgeable.com,knowledgeable,K,3,Adjective,18
knowingly.com,knowingly,K,3,Adverb,27
kilometer.com,kilometer,K,4,Noun,22
kindergarten.com,kindergarten,K,4,Noun,23
legacy.com,legacy,L,3,Noun,47
luxury.com,luxury,L,3,Noun,47
lieutenant.com,lieutenant,L,3,Noun,27
lymphoma.com,lymphoma,L,3,Noun,40
lakeside.com,lakeside,L,3,Noun,40
longitude.com,longitude,L,3,Noun,27
lebanese.com,lebanese,L,3,Noun,40
louisiana.com,louisiana,L,3,Noun,27
lifetime.com,lifetime,L,3,Noun,40
liberty.com,liberty,L,3,Noun,40
latitude.com,latitude,L,3,Noun,40
lineman.com,lineman,L,3,Noun,40
ligament.com,ligament,L,3,Noun,40
lullaby.com,lullaby,L,3,Noun,40
lexicon.com,lexicon,L,3,Noun,50
laziness.com,laziness,L,3,Noun,40
limelight.com,limelight,L,3,Noun,27
leverage.com,leverage,L,3,Noun,40
livestock.com,livestock,L,3,Noun,27
lavender.com,lavender,L,3,Noun,40
listener.com,listener,L,3,Noun,40
likeness.com,likeness,L,3,Noun,40
limerick.com,limerick,L,3,Noun,40
lifeguard.com,lifeguard,L,3,Noun,27
lemonade.com,lemonade,L,3,Noun,40
leprosy.com,leprosy,L,3,Noun,40
lancaster.com,lancaster,L,3,Noun,27
liturgy.com,liturgy,L,3,Noun,40
landowner.com,landowner,L,3,Noun,27
leviathan.com,leviathan,L,3,Noun,27
liberia.com,liberia,L,3,Noun,47
labrador.com,labrador,L,3,Noun,50
lubricant.com,lubricant,L,3,Noun,27
leftover.com,leftover,L,3,Noun,40
lucifer.com,lucifer,L,3,Noun,40
leicester.com,leicester,L,3,Noun,27
lottery.com,lottery,L,3,Noun,40
leukemia.com,leukemia,L,3,Noun,40
lollipop.com,lollipop,L,3,Noun,40
livery.com,livery,L,3,Noun,47
liberian.com,liberian,L,3,Noun,40
lazarus.com,lazarus,L,3,Noun,40
lecturer.com,lecturer,L,3,Noun,40
limousine.com,limousine,L,3,Noun,27
labyrinth.com,labyrinth,L,3,Noun,27
logistics.com,logistics,L,3,Noun,27
librarian.com,librarian,L,3,Noun,27
libido.com,libido,L,3,Noun,54
lawmaker.com,lawmaker,L,3,Noun,40
linguistics.com,linguistics,L,3,Noun,22
location.com,location,L,3,Noun,50
lunatic.com,lunatic,L,3,Noun,40
locator.com,locator,L,3,Noun,50
limestone.com,limestone,L,3,Noun,27
lifeline.com,lifeline,L,3,Noun,40
library.com,library,L,3,Noun,40
lithuanian.com,lithuanian,L,3,Noun,27
leadership.com,leadership,L,3,Noun,27
latency.com,latency,L,3,Noun,40
lifeboat.com,lifeboat,L,3,Noun,40
lowering.com,lowering,L,3,Verb,40
licensed.com,licensed,L,3,Verb,40
lightening.com,lightening,L,3,Verb,27
lettering.com,lettering,L,3,Verb,27
limiting.com,limiting,L,3,Verb,40
leveling.com,leveling,L,3,Verb,40
lamented.com,lamented,L,3,Verb,40
listening.com,listening,L,3,Verb,27
liberate.com,liberate,L,3,Verb,40
legalize.com,legalize,L,3,Verb,40
legislate.com,legislate,L,3,Verb,27
limitless.com,limitless,L,3,Adjective,27
lonely.com,lonely,L,3,Adjective,47
lovely.com,lovely,L,3,Adjective,47
luminous.com,luminous,L,3,Adjective,40
logical.com,logical,L,3,Adjective,40
limited.com,limited,L,3,Adjective,40
luxurious.com,luxurious,L,3,Adjective,27
lively.com,lively,L,3,Adjective,47
ludicrous.com,ludicrous,L,3,Adjective,27
logistic.com,logistic,L,3,Adjective,40
literate.com,literate,L,3,Adjective,40
likely.com,likely,L,3,Adjective,47
literal.com,literal,L,3,Adjective,40
lifeless.com,lifeless,L,3,Adjective,40
lonesome.com,lonesome,L,3,Adjective,40
lucrative.com,lucrative,L,3,Adjective,27
liberal.com,liberal,L,3,Adjective,40
lutheran.com,lutheran,L,3,Adjective,40
lifelong.com,lifelong,L,3,Adjective,40
lyrical.com,lyrical,L,3,Adjective,40
lukewarm.com,lukewarm,L,3,Adjective,40
lateral.com,lateral,L,3,Adjective,40
linguistic.com,linguistic,L,3,Adjective,27
luckily.com,luckily,L,3,Adverb,40
likewise.com,likewise,L,3,Adverb,40
legally.com,legally,L,3,Adverb,40
lately.com,lately,L,3,Adverb,47
locally.com,locally,L,3,Adverb,40
lawfully.com,lawfully,L,3,Adverb,40
largely.com,largely,L,3,Adverb,40
lovingly.com,lovingly,L,3,Adverb,40
loosely.com,loosely,L,3,Adverb,40
liquidity.com,liquidity,L,4,Noun,22
likelihood.com,likelihood,L,4,Noun,22
liberation.com,liberation,L,4,Noun,32
liberalism.com,liberalism,L,4,Noun,22
literature.com,literature,L,4,Noun,22
libertarian.com,libertarian,L,4,Noun,17
legality.com,legality,L,4,Noun,35
litigation.com,litigation,L,4,Noun,32
liability.com,liability,L,4,Noun,22
legislature.com,legislature,L,4,Noun,17
loneliness.com,loneliness,L,4,Noun,22
locality.com,locality,L,4,Noun,35
longevity.com,longevity,L,4,Noun,22
legislator.com,legislator,L,4,Noun,32
literacy.com,literacy,L,4,Noun,35
legislation.com,legislation,L,4,Noun,27
locomotive.com,locomotive,L,4,Noun,22
livelihood.com,livelihood,L,4,Noun,22
limitation.com,limitation,L,4,Noun,32
liquidation.com,liquidation,L,4,Noun,27
laminated.com,laminated,L,4,Verb,22
legitimate.com,legitimate,L,4,Verb,22
legislative.com,legislative,L,4,Adjective,17
legendary.com,legendary,L,4,Adjective,22
literary.com,literary,L,4,Adjective,35
logistical.com,logistical,L,4,Adjective,22
liturgical.com,liturgical,L,4,Adjective,22
leisurely.com,leisurely,L,4,Adjective,22
logically.com,logically,L,4,Adverb,22
literally.com,literally,L,4,Adverb,22
motorist.com,motorist,M,3,Noun,40
miniature.com,miniature,M,3,Noun,27
malfunction.com,malfunction,M,3,Noun,32
melissa.com,melissa,M,3,Noun,47
motherland.com,motherland,M,3,Noun,27
medusa.com,medusa,M,3,Noun,54
mackerel.com,mackerel,M,3,Noun,40
matrices.com,matrices,M,3,Noun,40
medici.com,medici,M,3,Noun,54
mediator.com,mediator,M,3,Noun,50
mandarin.com,mandarin,M,3,Noun,40
medallion.com,medallion,M,3,Noun,37
multiplier.com,multiplier,M,3,Noun,27
medina.com,medina,M,3,Noun,54
masquerade.com,masquerade,M,3,Noun,27
motoring.com,motoring,M,3,Noun,40
motorway.com,motorway,M,3,Noun,40
metallic.com,metallic,M,3,Noun,40
maintenance.com,maintenance,M,3,Noun,22
malaria.com,malaria,M,3,Noun,47
microwave.com,microwave,M,3,Noun,27
minimum.com,minimum,M,3,Noun,40
mystery.com,mystery,M,3,Noun,40
mortimer.com,mortimer,M,3,Noun,40
magnesium.com,magnesium,M,3,Noun,27
moniker.com,moniker,M,3,Noun,40
magnetism.com,magnetism,M,3,Noun,27
masonry.com,masonry,M,3,Noun,40
magneto.com,magneto,M,3,Noun,47
memory.com,memory,M,3,Noun,47
migration.com,migration,M,3,Noun,37
magician.com,magician,M,3,Noun,40
merchandise.com,merchandise,M,3,Noun,22
maryland.com,maryland,M,3,Noun,40
middleweight.com,middleweight,M,3,Noun,18
microphone.com,microphone,M,3,Noun,27
messenger.com,messenger,M,3,Noun,27
mutiny.com,mutiny,M,3,Noun,47
magnolia.com,magnolia,M,3,Noun,40
miscarriage.com,miscarriage,M,3,Noun,22
magistrate.com,magistrate,M,3,Noun,27
munitions.com,munitions,M,3,Noun,27
mineral.com,mineral,M,3,Noun,40
manchester.com,manchester,M,3,Noun,27
material.com,material,M,3,Noun,40
manhattan.com,manhattan,M,3,Noun,27
mediation.com,mediation,M,3,Noun,37
mosquito.com,mosquito,M,3,Noun,40
motorcycle.com,motorcycle,M,3,Noun,27
metaphor.com,metaphor,M,3,Noun,50
multitude.com,multitude,M,3,Noun,27
mariner.com,mariner,M,3,Noun,40
malpractice.com,malpractice,M,3,Noun,22
momentum.com,momentum,M,3,Noun,40
midsummer.com,midsummer,M,3,Noun,27
modernist.com,modernist,M,3,Noun,27
mohammad.com,mohammad,M,3,Noun,40
morocco.com,morocco,M,3,Noun,47
magnitude.com,magnitude,M,3,Noun,27
monitor.com,monitor,M,3,Noun,50
monogram.com,monogram,M,3,Noun,40
misery.com,misery,M,3,Noun,47
manager.com,manager,M,3,Noun,40
mercury.com,mercury,M,3,Noun,40
mockery.com,mockery,M,3,Noun,40
monochrome.com,monochrome,M,3,Noun,27
moroccan.com,moroccan,M,3,Noun,40
mascara.com,mascara,M,3,Noun,47
monograph.com,monograph,M,3,Noun,27
magazine.com,magazine,M,3,Noun,40
madonna.com,madonna,M,3,Noun,47
magenta.com,magenta,M,3,Noun,47
missouri.com,missouri,M,3,Noun,40
mahatma.com,mahatma,M,3,Noun,47
movement.com,movement,M,3,Noun,40
manuscript.com,manuscript,M,3,Noun,27
malaysian.com,malaysian,M,3,Noun,27
mechanics.com,mechanics,M,3,Noun,27
mulberry.com,mulberry,M,3,Noun,40
mastermind.com,mastermind,M,3,Noun,27
monastic.com,monastic,M,3,Noun,40
mongolian.com,mongolian,M,3,Noun,27
minister.com,minister,M,3,Noun,40
mechanism.com,mechanism,M,3,Noun,27
martyrdom.com,martyrdom,M,3,Noun,27
medalist.com,medalist,M,3,Noun,40
monterey.com,monterey,M,3,Noun,40
majesty.com,majesty,M,3,Noun,40
mastery.com,mastery,M,3,Noun,40
marguerite.com,marguerite,M,3,Noun,27
manganese.com,manganese,M,3,Noun,27
millionaire.com,millionaire,M,3,Noun,22
motherhood.com,motherhood,M,3,Noun,27
medicine.com,medicine,M,3,Noun,40
montana.com,montana,M,3,Noun,47
mulligan.com,mulligan,M,3,Noun,40
marina.com,marina,M,3,Noun,54
monologue.com,monologue,M,3,Noun,27
maneuver.com,maneuver,M,3,Noun,40
monoxide.com,monoxide,M,3,Noun,40
meteorite.com,meteorite,M,3,Noun,27
musician.com,musician,M,3,Noun,40
mannequin.com,mannequin,M,3,Noun,27
membership.com,membership,M,3,Noun,27
misfortune.com,misfortune,M,3,Noun,27
menopause.com,menopause,M,3,Noun,27
marathon.com,marathon,M,3,Noun,50
millennium.com,millennium,M,3,Noun,27
misconduct.com,misconduct,M,3,Noun,27
meridian.com,meridian,M,3,Noun,40
makeshift.com,makeshift,M,3,Noun,27
militia.com,militia,M,3,Noun,47
modesty.com,modesty,M,3,Noun,40
milestone.com,milestone,M,3,Noun,27
monarchy.com,monarchy,M,3,Noun,40
maverick.com,maverick,M,3,Noun,40
mindfulness.com,mindfulness,M,3,Noun,22
mexican.com,mexican,M,3,Noun,40
mechanic.com,mechanic,M,3,Noun,40
modernism.com,modernism,M,3,Noun,27
mozambique.com,mozambique,M,3,Noun,27
manila.com,manila,M,3,Noun,54
mysticism.com,mysticism,M,3,Noun,27
methodist.com,methodist,M,3,Noun,27
matchmaking.com,matchmaking,M,3,Noun,22
memorial.com,memorial,M,3,Noun,40
melody.com,melody,M,3,Noun,47
microscope.com,microscope,M,3,Noun,27
maximum.com,maximum,M,3,Noun,40
murderer.com,murderer,M,3,Noun,40
manifold.com,manifold,M,3,Noun,40
molecule.com,molecule,M,3,Noun,40
masterpiece.com,masterpiece,M,3,Noun,22
millennia.com,millennia,M,3,Noun,27
ministry.com,ministry,M,3,Noun,40
mammalian.com,mammalian,M,3,Noun,27
manslaughter.com,manslaughter,M,3,Noun,18
monument.com,monument,M,3,Noun,40
michigan.com,michigan,M,3,Noun,40
molasses.com,molasses,M,3,Noun,40
mutation.com,mutation,M,3,Noun,50
modernize.com,modernize,M,3,Verb,27
maturing.com,maturing,M,3,Verb,40
measuring.com,measuring,M,3,Verb,27
masturbate.com,masturbate,M,3,Verb,27
misguided.com,misguided,M,3,Verb,27
mirrored.com,mirrored,M,3,Verb,40
mistaking.com,mistaking,M,3,Verb,27
manifest.com,manifest,M,3,Verb,40
multiplying.com,multiplying,M,3,Verb,22
motivate.com,motivate,M,3,Verb,40
multiply.com,multiply,M,3,Verb,40
maximize.com,maximize,M,3,Verb,40
mitigate.com,mitigate,M,3,Verb,40
marketing.com,marketing,M,3,Verb,27
misleading.com,misleading,M,3,Verb,27
mobilize.com,mobilize,M,3,Verb,40
modeling.com,modeling,M,3,Verb,40
moderate.com,moderate,M,3,Verb,40
meditate.com,meditate,M,3,Verb,40
mistaken.com,mistaken,M,3,Verb,50
minimize.com,minimize,M,3,Verb,40
memorize.com,memorize,M,3,Verb,40
measured.com,measured,M,3,Verb,40
modify.com,modify,M,3,Verb,47
murdering.com,murdering,M,3,Verb,27
menacing.com,menacing,M,3,Verb,40
maritime.com,maritime,M,3,Adjective,40
mystical.com,mystical,M,3,Adjective,40
musical.com,musical,M,3,Adjective,40
mythical.com,mythical,M,3,Adjective,40
masculine.com,masculine,M,3,Adjective,27
meaningless.com,meaningless,M,3,Adjective,22
merciless.com,merciless,M,3,Adjective,27
mortuary.com,mortuary,M,3,Adjective,40
marginal.com,marginal,M,3,Adjective,40
mercantile.com,mercantile,M,3,Adjective,27
magical.com,magical,M,3,Adjective,40
magnetic.com,magnetic,M,3,Adjective,40
midwestern.com,midwestern,M,3,Adjective,27
muscular.com,muscular,M,3,Adjective,50
modular.com,modular,M,3,Adjective,50
medieval.com,medieval,M,3,Adjective,40
memorable.com,memorable,M,3,Adjective,27
masonic.com,masonic,M,3,Adjective,40
mischievous.com,mischievous,M,3,Adjective,22
marketable.com,marketable,M,3,Adjective,27
marvelous.com,marvelous,M,3,Adjective,27
murderous.com,murderous,M,3,Adjective,27
malicious.com,malicious,M,3,Adjective,27
minimal.com,minimal,M,3,Adjective,40
mountainous.com,mountainous,M,3,Adjective,22
maximal.com,maximal,M,3,Adjective,40
miserable.com,miserable,M,3,Adjective,27
maternal.com,maternal,M,3,Adjective,40
merciful.com,merciful,M,3,Adjective,40
masterful.com,masterful,M,3,Adjective,27
measurable.com,measurable,M,3,Adjective,27
millennial.com,millennial,M,3,Adjective,27
majestic.com,majestic,M,3,Adjective,40
malignant.com,malignant,M,3,Adjective,27
medical.com,medical,M,3,Adjective,40
melodic.com,melodic,M,3,Adjective,40
momentous.com,momentous,M,3,Adjective,27
mannered.com,mannered,M,3,Adjective,40
mysterious.com,mysterious,M,3,Adjective,27
marital.com,marital,M,3,Adjective,40
militant.com,militant,M,3,Adjective,40
manageable.com,manageable,M,3,Adjective,27
microbial.com,microbial,M,3,Adjective,27
meaningful.com,meaningful,M,3,Adjective,27
mentally.com,mentally,M,3,Adverb,40
moreover.com,moreover,M,3,Adverb,40
merely.com,merely,M,3,Adverb,47
manually.com,manually,M,3,Adverb,40
morally.com,morally,M,3,Adverb,40
markedly.com,markedly,M,3,Adverb,40
modestly.com,modestly,M,3,Adverb,40
mutually.com,mutually,M,3,Adverb,40
moratorium.com,moratorium,M,4,Noun,22
masturbation.com,masturbation,M,4,Noun,23
margarita.com,margarita,M,4,Noun,22
manifesto.com,manifesto,M,4,Noun,22
microscopy.com,microscopy,M,4,Noun,22
meditation.com,meditation,M,4,Noun,32
melancholy.com,melancholy,M,4,Noun,22
minimalist.com,minimalist,M,4,Noun,22
medication.com,medication,M,4,Noun,32
memorandum.com,memorandum,M,4,Noun,22
malnutrition.com,malnutrition,M,4,Noun,23
misconception.com,misconception,M,4,Noun,23
machinery.com,machinery,M,4,Noun,22
mitigation.com,mitigation,M,4,Noun,32
millimeter.com,millimeter,M,4,Noun,22
mandatory.com,mandatory,M,4,Noun,22
mississippi.com,mississippi,M,4,Noun,17
missionary.com,missionary,M,4,Noun,22
modulation.com,modulation,M,4,Noun,32
monastery.com,monastery,M,4,Noun,22
monopoly.com,monopoly,M,4,Noun,35
motivation.com,motivation,M,4,Noun,32
morality.com,morality,M,4,Noun,35
madagascar.com,madagascar,M,4,Noun,32
misogyny.com,misogyny,M,4,Noun,35
macedonian.com,macedonian,M,4,Noun,22
melodrama.com,melodrama,M,4,Noun,22
mentality.com,mentality,M,4,Noun,22
metropolis.com,metropolis,M,4,Noun,22
mortality.com,mortality,M,4,Noun,22
macaroni.com,macaroni,M,4,Noun,35
mathematics.com,mathematics,M,4,Noun,17
moderator.com,moderator,M,4,Noun,32
morphology.com,morphology,M,4,Noun,22
meningitis.com,meningitis,M,4,Noun,22
marijuana.com,marijuana,M,4,Noun,22
mythology.com,mythology,M,4,Noun,22
management.com,management,M,4,Noun,22
mitochondria.com,mitochondria,M,4,Noun,13
mutilation.com,mutilation,M,4,Noun,32
majority.com,majority,M,4,Noun,35
mahogany.com,mahogany,M,4,Noun,35
mobility.com,mobility,M,4,Noun,35
melanoma.com,melanoma,M,4,Noun,35
materialism.com,materialism,M,4,Noun,17
misdemeanor.com,misdemeanor,M,4,Noun,27
maternity.com,maternity,M,4,Noun,22
metabolism.com,metabolism,M,4,Noun,22
moderation.com,moderation,M,4,Noun,32
mediocrity.com,mediocrity,M,4,Noun,22
measurement.com,measurement,M,4,Noun,17
modernity.com,modernity,M,4,Noun,22
maturity.com,maturity,M,4,Noun,35
minority.com,minority,M,4,Noun,35
metaphysics.com,metaphysics,M,4,Noun,17
misunderstood.com,misunderstood,M,4,Verb,13
misunderstand.com,misunderstand,M,4,Verb,13
manifested.com,manifested,M,4,Verb,22
manufacture.com,manufacture,M,4,Verb,17
meditating.com,meditating,M,4,Verb,22
manipulate.com,manipulate,M,4,Verb,22
methodical.com,methodical,M,4,Adjective,22
monolithic.com,monolithic,M,4,Adjective,22
mercenary.com,mercenary,M,4,Adjective,22
ministerial.com,ministerial,M,4,Adjective,17
molecular.com,molecular,M,4,Adjective,32
monumental.com,monumental,M,4,Adjective,22
miraculous.com,miraculous,M,4,Adjective,22
managerial.com,managerial,M,4,Adjective,22
momentary.com,momentary,M,4,Adjective,22
medicinal.com,medicinal,M,4,Adjective,22
migratory.com,migratory,M,4,Adjective,22
municipal.com,municipal,M,4,Adjective,22
monetary.com,monetary,M,4,Adjective,35
military.com,military,M,4,Adjective,35
mechanical.com,mechanical,M,4,Adjective,22
magnificent.com,magnificent,M,4,Adjective,17
metastatic.com,metastatic,M,4,Adjective,22
microscopic.com,microscopic,M,4,Adjective,17
multilingual.com,multilingual,M,4,Adjective,13
metabolic.com,metabolic,M,4,Adjective,22
miscellaneous.com,miscellaneous,M,4,Adjective,13
meticulous.com,meticulous,M,4,Adjective,22
mistakenly.com,mistakenly,M,4,Adverb,22
medically.com,medically,M,4,Adverb,22
musically.com,musically,M,4,Adverb,22
massively.com,massively,M,4,Adverb,22
miserably.com,miserably,M,4,Adverb,22
marginally.com,marginally,M,4,Adverb,22
mysteriously.com,mysteriously,M,4,Adverb,13
minimally.com,minimally,M,4,Adverb,22
materially.com,materially,M,4,Adverb,22
magically.com,magically,M,4,Adverb,22
narrative.com,narrative,N,3,Noun,27
newspaper.com,newspaper,N,3,Noun,27
